ID,UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
5397,1477371923,24-10-2016,19:05:23,5.640262325,50,30.45,101,125.61,3.37,06:21:00,17:53:00
5398,1478727002,09-11-2016,11:30:02,885.887456,63,30.46,37,339.16,10.12,06:28:00,17:45:00
5399,1482054317,17-12-2016,23:45:17,10.33179522,46,30.31,101,164.13,3.37,06:51:00,17:47:00
5400,1478934302,11-11-2016,21:05:02,2.518475319,51,30.5,71,160.94,5.62,06:29:00,17:44:00
5401,1481237449,08-12-2016,12:50:49,421.143123,57,30.36,88,101.38,4.5,06:45:00,17:44:00
5402,1473255621,07-09-2016,03:40:21,-1.313780054,44,30.4,67,175.52,4.5,06:08:00,18:33:00
5403,1480136703,25-11-2016,19:05:03,5.775828344,47,30.46,99,97.37,,06:37:00,17:42:00
5404,1482136517,18-12-2016,22:35:17,-8.272993447,47,30.48,91,217.31,4.5,06:51:00,17:47:00
5405,1474725920,24-09-2016,04:05:20,-7.039265271,49,30.44,96,166.58,3.37,06:12:00,18:17:00
5406,1479606621,19-11-2016,15:50:21,233.2007728,51,30.41,74,122.41,11.25,06:34:00,17:42:00
5407,1479645020,20-11-2016,02:30:20,-6.259143876,49,30.42,102,130.21,12.37,06:34:00,17:42:00
5408,1473878705,14-09-2016,08:45:05,663.9458951,57,30.45,69,13.76,3.37,06:10:00,18:26:00
5409,1478468702,06-11-2016,11:45:02,938.8367489,66,30.48,24,21.09,3.37,06:26:00,17:46:00
5410,1482162622,19-12-2016,05:50:22,1.734348078,46,30.48,89,178,5.62,06:52:00,17:48:00
5411,1480063503,24-11-2016,22:45:03,0.766760155,90.96651979,30.5,100,152.22,11.25,06:37:00,17:42:00
5412,1473087304,05-09-2016,04:55:04,0.704937343,,30.4,76,175.23,9,06:08:00,18:35:00
5413,1474740020,24-09-2016,08:00:20,409.8713414,59,30.48,88,120.34,1.12,06:12:00,18:17:00
5414,1477150217,22-10-2016,05:30:17,7.773605365,49,,102,90.54,2.25,06:20:00,17:54:00
5415,1473617721,11-09-2016,08:15:21,541.0386501,58,30.48,49,358.51,3.37,06:09:00,18:29:00
5416,1474222204,18-09-2016,08:10:04,481.530753,60,30.47,82,72.72,3.37,06:11:00,18:23:00
5417,1473884108,14-09-2016,10:15:08,247.2575642,57,30.47,77,26.87,2.25,06:10:00,18:26:00
5418,1473939305,15-09-2016,01:35:05,-3.209003115,48,30.42,99,208.97,5.62,06:10:00,18:26:00
5419,1476370523,13-10-2016,04:55:23,4.130443319,48,,46,172.02,7.87,06:17:00,18:01:00
5420,1478374802,05-11-2016,09:40:02,717.2446873,60,,31,58.31,7.87,06:26:00,17:46:00
5421,1477351817,24-10-2016,13:30:17,1052.675461,58,30.42,82,29.52,6.75,06:21:00,17:53:00
5422,1479462318,17-11-2016,23:45:18,6.83656691,49,30.45,22,180.35,7.87,06:32:00,17:43:00
5423,1473840905,13-09-2016,22:15:05,-2.553114846,53,30.45,101,97.07,1.12,06:10:00,18:27:00
5424,1481413240,10-12-2016,13:40:40,88.2846395,53,30.36,99,300.57,4.5,06:47:00,17:44:00
5425,1476946819,19-10-2016,21:00:19,4.311782599,51,30.48,102,34.83,4.5,06:19:00,17:56:00
5426,1473090905,05-09-2016,05:55:05,4.747136437,47,30.41,64,154.25,2.25,06:08:00,18:35:00
5427,1478529601,07-11-2016,04:40:01,-1.163932378,46,30.42,26,205.08,10.12,06:27:00,17:46:00
5428,1473868206,14-09-2016,05:50:06,9.625049656,46,30.4,93,167.71,3.37,06:10:00,18:26:00
5429,1479579917,19-11-2016,08:25:17,369.9992889,54,30.44,40,359.94,,06:34:00,17:42:00
5430,1476244523,11-10-2016,17:55:23,24.21184219,59,30.43,79,88.55,0,06:16:00,18:03:00
5431,1477834518,30-10-2016,03:35:18,1.438202341,48,30.41,102,120.12,4.5,06:23:00,17:49:00
5432,1473828608,13-09-2016,18:50:08,10.36394544,55,30.42,99,344.09,4.5,06:10:00,18:27:00
5433,1479486020,18-11-2016,06:20:20,5.80106308,45,,44,181.7,,06:33:00,17:43:00
5434,1479102002,13-11-2016,19:40:02,6.636141588,47,30.47,100,81.57,3.37,06:30:00,17:44:00
5435,1476156622,10-10-2016,17:30:22,57.98016821,59,30.4,72,91.48,5.62,06:16:00,18:03:00
5436,1479019204,12-11-2016,20:40:04,4.312856836,49,30.49,56,156.86,6.75,06:30:00,17:44:00
5437,1477044318,21-10-2016,00:05:18,2.874733013,45,30.45,95,142.85,3.37,06:19:00,17:55:00
5438,1482106817,18-12-2016,14:20:17,26.05163941,46,30.36,101,278.26,0,06:51:00,17:47:00
5439,1474264507,18-09-2016,19:55:07,-11.91626259,53,30.44,73,162.15,4.5,06:11:00,18:23:00
5440,1479848702,22-11-2016,11:05:02,384.4344848,49,30.43,101,33.79,6.75,06:35:00,17:42:00
5441,1476255320,11-10-2016,20:55:20,12.11521903,52,30.47,72,156.33,6.75,06:16:00,18:03:00
5442,1478675701,08-11-2016,21:15:01,8.352835404,48,30.46,97,191.13,2.25,06:27:00,17:45:00
5443,1481982033,17-12-2016,03:40:33,15.07858849,41,30.24,71,122.22,4.5,06:51:00,17:47:00
5444,1479391801,17-11-2016,04:10:01,6.433021649,52,30.41,20,178.18,11.25,06:32:00,17:43:00
5445,1473041703,04-09-2016,16:15:03,44.15087967,,30.44,101,127.65,4.5,06:08:00,18:35:00
5446,1482430240,22-12-2016,08:10:40,274.8878398,52,30.44,26,121.4,5.62,06:53:00,17:49:00
5447,1483120503,30-12-2016,07:55:03,64.8575706,41,30.32,74,170.01,3.37,06:57:00,17:54:00
5448,1482070231,18-12-2016,04:10:31,4.438018323,46,,100,254.4,2.25,06:51:00,17:47:00
5449,1477387220,24-10-2016,23:20:20,5.464670003,46,30.46,71,173.84,4.5,06:21:00,17:53:00
5450,1477449018,25-10-2016,16:30:18,264.6200447,59,30.42,85,344.68,1.12,06:21:00,17:52:00
5451,1476102322,10-10-2016,02:25:22,-1.428948395,50,30.4,81,188.07,,06:16:00,18:03:00
5452,1477125618,21-10-2016,22:40:18,-4.179346394,48,,,151.23,9,06:19:00,17:55:00
5453,1477372218,24-10-2016,19:10:18,1.093625555,50,30.45,101,92,3.37,06:21:00,17:53:00
5454,1473572123,10-09-2016,19:35:23,0.625394392,50,30.41,96,127.91,4.5,06:09:00,18:30:00
5455,1479324602,16-11-2016,09:30:02,664.486688,61,30.49,19,346.44,4.5,06:32:00,17:43:00
5456,1477888517,30-10-2016,18:35:17,8.267174119,48,30.46,102,161.48,3.37,06:23:00,17:49:00
5457,1473051906,04-09-2016,19:05:06,14.48581632,52,30.44,82,125.16,4.5,06:08:00,18:35:00
5458,1482432649,22-12-2016,08:50:49,451.8020733,52,30.45,67,80.92,11.25,06:53:00,17:49:00
5459,1480359620,28-11-2016,09:00:20,538.9690867,58,30.47,18,193.14,5.62,06:39:00,17:42:00
5460,1475842825,07-10-2016,02:20:25,1.839926439,45,30.4,87,181.91,10.12,06:15:00,18:06:00
5461,1474232704,18-09-2016,11:05:04,988.7905111,62,30.48,65,72.62,2.25,06:11:00,18:23:00
5462,1479195602,14-11-2016,21:40:02,-3.821674592,48,30.48,102,148.38,,06:31:00,17:43:00
5463,1480453801,29-11-2016,11:10:01,915.3375488,50,30.43,99,49.87,3.37,06:40:00,17:42:00
5464,1480795834,03-12-2016,10:10:34,149.143346,45,30.33,93,330.52,6.75,06:42:00,17:43:00
5465,1478789101,10-11-2016,04:45:01,4.526092508,47,30.41,27,210.28,5.62,06:28:00,17:45:00
5466,1476803418,18-10-2016,05:10:18,-4.3101033,51,30.42,100,87.71,6.75,06:18:00,17:57:00
5467,1478695204,09-11-2016,02:40:04,-9.908707457,45,30.4,77,182.82,7.87,06:28:00,17:45:00
5468,1477246817,23-10-2016,08:20:17,260.6316329,47,30.4,101,129.53,13.5,06:20:00,17:54:00
5469,1472876704,02-09-2016,18:25:04,41.83344069,58,,85,70.67,5.62,06:07:00,18:37:00
5470,1480715707,02-12-2016,11:55:07,137.1631479,45,30.39,93,161.03,3.37,06:42:00,17:42:00
5471,1480905334,04-12-2016,16:35:34,49.22162957,,30.34,93,74.59,2.25,06:43:00,17:43:00
5472,1482135617,18-12-2016,22:20:17,4.789844973,47,30.47,93,264.35,2.25,06:51:00,17:47:00
5473,1480005902,24-11-2016,06:45:02,4.063752589,45,30.46,97,172.24,9,06:37:00,17:42:00
5474,1479828601,22-11-2016,05:30:01,7.224036677,44,30.41,102,139.12,10.12,06:35:00,17:42:00
5475,1474610721,22-09-2016,20:05:21,1.85601219,53,30.45,87,156.17,5.62,06:11:00,18:19:00
5476,1480857337,04-12-2016,03:15:37,6.948885478,45,30.33,93,171.89,4.5,06:43:00,17:43:00
5477,1478708101,09-11-2016,06:15:01,11.27007982,45,30.42,59,188.8,6.75,06:28:00,17:45:00
5478,1476303025,12-10-2016,10:10:25,857.7914255,59,30.49,83,57.96,4.5,06:16:00,18:02:00
5479,1476403224,13-10-2016,14:00:24,876.3800738,63,30.43,59,35.63,10.12,06:17:00,18:01:00
5480,1476357618,13-10-2016,01:20:18,0.7387733,50,30.47,45,143.71,7.87,06:17:00,18:01:00
5481,1480805134,03-12-2016,12:45:34,460.4040429,90.88526517,30.29,93,320.24,4.5,06:42:00,17:43:00
5482,1481782818,14-12-2016,20:20:18,6.899020347,43,30.28,48,226.37,7.87,06:49:00,17:46:00
5483,1473265518,07-09-2016,06:25:18,8.267623086,45,30.41,82,186,3.37,06:08:00,18:33:00
5484,1476257420,11-10-2016,21:30:20,1.118817822,51,30.48,74,182.86,5.62,06:16:00,18:03:00
5485,1476061520,09-10-2016,15:05:20,794.6973229,64,30.39,72,26.25,9,06:16:00,18:04:00
5486,1480204518,26-11-2016,13:55:18,677.4742547,59,30.41,68,146.85,18,06:38:00,17:42:00
5487,1474559119,22-09-2016,05:45:19,2.786232182,47,,43,164.83,11.25,06:11:00,18:19:00
5488,1482465650,22-12-2016,18:00:50,4.303922091,53,30.43,27,189.04,11.25,06:53:00,17:49:00
5489,1483026350,29-12-2016,05:45:50,4.23220374,39,30.34,95,172.35,7.87,06:56:00,17:53:00
5490,1476428423,13-10-2016,21:00:23,-3.860497175,51,30.49,38,164.22,7.87,06:17:00,18:01:00
5491,1478327417,04-11-2016,20:30:17,-5.425429392,50,30.49,34,200.59,5.62,06:25:00,17:47:00
5492,1475650521,04-10-2016,20:55:21,-0.77747006,51,30.48,101,112.2,1.12,06:14:00,18:08:00
5493,1476366919,13-10-2016,03:55:19,8.090349703,47,30.45,49,188.11,5.62,06:17:00,18:01:00
5494,1476529222,15-10-2016,01:00:22,-1.30217241,50,30.49,27,177.34,6.75,06:17:00,17:59:00
5495,1482537640,23-12-2016,14:00:40,761.7629296,57,30.43,64,60.31,11.25,06:54:00,17:50:00
5496,1483004449,28-12-2016,23:40:49,-5.035766503,40,30.36,86,168.55,9,06:56:00,17:52:00
5497,1477333518,24-10-2016,08:25:18,522.718984,58,30.45,,173.11,12.37,06:21:00,17:53:00
5498,1475928024,08-10-2016,02:00:24,6.691043344,47,30.39,90,191.22,9,06:15:00,18:05:00
5499,1480894534,04-12-2016,13:35:34,146.4930798,,30.33,93,25.89,2.25,06:43:00,17:43:00
5500,1472853002,02-09-2016,11:50:02,1055.412434,64,30.46,53,56.16,14.62,06:07:00,18:37:00
5501,1479540617,18-11-2016,21:30:17,-9.872554835,47,30.43,94,152.01,4.5,06:33:00,17:43:00
5502,1473735624,12-09-2016,17:00:24,96.33672866,56,30.46,99,335.71,5.62,06:09:00,18:28:00
5503,1480023902,24-11-2016,11:45:02,584.6247141,50,30.47,96,24.57,9,06:37:00,17:42:00
5504,1477141818,22-10-2016,03:10:18,2.078158475,48,30.4,102,109.23,4.5,06:20:00,17:54:00
5505,1479106202,13-11-2016,20:50:02,-8.259681975,45,30.47,89,139.42,4.5,06:30:00,17:44:00
5506,1477941318,31-10-2016,09:15:18,446.8927498,52,30.51,96,44.99,6.75,06:23:00,17:49:00
5507,1482352249,21-12-2016,10:30:49,726.7217931,58,30.46,38,56.26,2.25,06:53:00,17:49:00
5508,1479694802,20-11-2016,16:20:02,276.9093498,51,,101,80.09,6.75,06:34:00,17:42:00
5509,1479210902,15-11-2016,01:55:02,1.007329689,44,30.44,79,175.08,9,06:31:00,17:43:00
5510,1480881334,04-12-2016,09:55:34,67.21057995,45,30.4,93,100.63,3.37,06:43:00,17:43:00
5511,1480165801,26-11-2016,03:10:01,-4.062189774,42,30.42,55,146.96,9,06:38:00,17:42:00
5512,1479765002,21-11-2016,11:50:02,984.7622608,57,30.43,92,36.64,12.37,06:35:00,17:42:00
5513,1474697119,23-09-2016,20:05:19,-9.459989008,54,30.48,101,95.08,1.12,06:12:00,18:18:00
5514,1480047003,24-11-2016,18:10:03,-3.3815488,44,30.47,88,193.36,6.75,06:37:00,17:42:00
5515,1482632441,24-12-2016,16:20:41,350.8793746,55,,73,74.39,4.5,06:54:00,17:50:00
5516,1479063601,13-11-2016,09:00:01,564.3826178,55,30.48,45,49.05,4.5,06:30:00,17:44:00
5517,1479281701,15-11-2016,21:35:01,4.32153198,48,30.48,36,105.52,4.5,06:31:00,17:43:00
5518,1482393350,21-12-2016,21:55:50,0.719344258,,30.43,58,95.78,14.62,06:53:00,17:49:00
5519,1475950223,08-10-2016,08:10:23,316.0488282,52,30.42,83,124.3,1.12,06:15:00,18:05:00
5520,1480712408,02-12-2016,11:00:08,19.39559274,45,30.41,93,195.41,5.62,06:42:00,17:42:00
5521,1476341119,12-10-2016,20:45:19,8.01285581,53,30.49,36,154.31,11.25,06:16:00,18:02:00
5522,1473957606,15-09-2016,06:40:06,18.27651854,49,30.43,99,163.34,3.37,06:10:00,18:26:00
5523,1474181407,17-09-2016,20:50:07,5.47988134,,30.48,81,160.06,1.12,06:10:00,18:24:00
5524,1481665224,13-12-2016,11:40:24,839.23901,51,,89,276.34,16.87,06:48:00,17:45:00
5525,1477212917,22-10-2016,22:55:17,6.883638374,47,30.42,101,118.66,2.25,06:20:00,17:54:00
5526,1477588221,27-10-2016,07:10:21,46.5978593,46,30.4,,148.24,,06:22:00,17:51:00
5527,1482584149,24-12-2016,02:55:49,-9.859432147,46,30.45,46,174.32,10.12,06:54:00,17:50:00
5528,1478043921,01-11-2016,13:45:21,376.4259426,59,30.45,38,115.6,12.37,06:24:00,17:48:00
5529,1477142418,22-10-2016,03:20:18,9.493113362,48,30.4,102,127.58,6.75,06:20:00,17:54:00
5530,1477810820,29-10-2016,21:00:20,-8.166537146,48,30.46,102,147.7,,06:23:00,17:50:00
5531,1481643301,13-12-2016,05:35:01,8.696973175,43,30.28,73,275.97,11.25,06:48:00,17:45:00
5532,1481691004,13-12-2016,18:50:04,-1.376180361,45,,99,0.62,,06:48:00,17:45:00
5533,1482274817,20-12-2016,13:00:17,714.9933583,58,30.5,68,103.7,5.62,06:52:00,17:48:00
5534,1482501050,23-12-2016,03:50:50,-7.476608352,45,30.43,37,152.36,5.62,06:54:00,17:50:00
5535,1482282920,20-12-2016,15:15:20,476.934773,57,30.48,,82.02,6.75,06:52:00,17:48:00
5536,1474326905,19-09-2016,13:15:05,1037.195837,66,30.42,,3.77,6.75,06:11:00,18:22:00
5537,1479477321,18-11-2016,03:55:21,1.118460176,47,30.42,33,157.19,9,06:33:00,17:43:00
5538,1481894417,16-12-2016,03:20:17,6.202955274,37,30.21,103,164.29,1.12,06:50:00,17:46:00
5539,1481700005,13-12-2016,21:20:05,7.537651509,40,30.33,94,158.42,5.62,06:48:00,17:45:00
5540,1480093505,25-11-2016,07:05:05,27.47837168,47,,102,131.55,6.75,06:37:00,17:42:00
5541,1478529001,07-11-2016,04:30:01,4.851128413,47,30.42,25,207.74,11.25,06:27:00,17:46:00
5542,1473898507,14-09-2016,14:15:07,97.77175087,60,30.4,79,104.06,5.62,06:10:00,18:26:00
5543,1477047618,21-10-2016,01:00:18,-11.03857197,44,30.43,100,149.51,9,06:19:00,17:55:00
5544,1474439103,20-09-2016,20:25:03,11.19654947,49,30.42,101,67.84,3.37,06:11:00,18:21:00
5545,1473842704,13-09-2016,22:45:04,8.236015367,52,30.45,100,143.39,0,06:10:00,18:27:00
5546,1474760123,24-09-2016,13:35:23,134.9796013,59,30.45,89,350.71,2.25,06:12:00,18:17:00
5547,1480830334,03-12-2016,19:45:34,8.495773176,45,30.34,93,294.69,3.37,06:42:00,17:43:00
5548,1483094402,30-12-2016,00:40:02,6.973482519,,30.31,92,195.65,6.75,06:57:00,17:54:00
5549,1481740501,14-12-2016,08:35:01,406.8393847,45,30.31,52,280.66,3.37,06:49:00,17:46:00
5550,1480912836,04-12-2016,18:40:36,6.149690489,45,30.36,,188.38,1.12,06:43:00,17:43:00
5551,1475768422,06-10-2016,05:40:22,-4.49029904,47,30.45,91,161.45,1.12,06:15:00,18:07:00
5552,1480473905,29-11-2016,16:45:05,45.43436408,47,30.4,97,101.94,2.25,06:40:00,17:42:00
5553,1479131102,14-11-2016,03:45:02,3.717020078,45,30.44,27,144.58,7.87,06:31:00,17:43:00
5554,1477332318,24-10-2016,08:05:18,436.964254,57,30.45,47,128.19,3.37,06:21:00,17:53:00
5555,1476928818,19-10-2016,16:00:18,56.24085275,54,30.42,101,67.12,5.62,06:19:00,17:56:00
5556,1473560124,10-09-2016,16:15:24,164.5949553,55,30.36,96,67.73,6.75,06:09:00,18:30:00
5557,1475647822,04-10-2016,20:10:22,9.602874617,52,30.47,102,134.09,4.5,06:14:00,18:08:00
5558,1479207902,15-11-2016,01:05:02,2.464954371,70.51770748,30.45,79,164.66,7.87,06:31:00,17:43:00
5559,1479097514,13-11-2016,18:25:14,-2.355812932,48,30.44,96,127.6,6.75,06:30:00,17:44:00
5560,1482696696,25-12-2016,10:11:36,503.0978652,51,30.47,99,76.15,11.25,06:55:00,17:51:00
5561,1478935509,11-11-2016,21:25:09,-1.519287955,51,30.49,74,130.04,7.87,06:29:00,17:44:00
5562,1478787607,10-11-2016,04:20:07,2.259115929,49,30.41,24,207.23,6.75,06:28:00,17:45:00
5563,1478427002,06-11-2016,00:10:02,2.441442215,48,30.49,27,191.14,7.87,06:26:00,17:46:00
5564,1478607901,08-11-2016,02:25:01,1.794845612,45,30.4,49,165.08,6.75,06:27:00,17:45:00
5565,1478701502,09-11-2016,04:25:02,10.07305181,44,30.4,70,184.98,7.87,06:28:00,17:45:00
5566,1474981824,27-09-2016,03:10:24,14.43014997,46,30.37,75,166.7,5.62,06:13:00,18:15:00
5567,1474368010,20-09-2016,00:40:10,-3.183863698,50,30.42,41,166.69,5.62,06:11:00,18:21:00
5568,1480416004,29-11-2016,00:40:04,-0.753805981,39,30.45,91,118.27,9,06:40:00,17:42:00
5569,1473747004,12-09-2016,20:10:04,3.287080997,54,30.49,100,322.73,2.25,06:09:00,18:28:00
5570,1478091018,02-11-2016,02:50:18,-2.979376316,43,30.44,42,158.86,6.75,06:24:00,17:48:00
5571,1480072202,25-11-2016,01:10:02,-9.296030892,47,,101,110.66,9,06:37:00,17:42:00
5572,1479950702,23-11-2016,15:25:02,279.3278298,51,30.4,82,143.31,7.87,06:36:00,17:42:00
5573,1479732001,21-11-2016,02:40:01,6.037918366,45,30.41,84,161.71,7.87,06:35:00,17:42:00
5574,1476693920,16-10-2016,22:45:20,-6.381290612,53,30.49,39,178.25,5.62,06:18:00,17:59:00
5575,1482595265,24-12-2016,06:01:05,3.375697494,44,30.45,78,151.59,12.37,06:54:00,17:50:00
5576,1477390218,25-10-2016,00:10:18,-0.934301007,46,30.46,69,168.14,,06:21:00,17:52:00
5577,1476744618,17-10-2016,12:50:18,971.2069367,63,30.44,98.04871385,37.65,13.5,06:18:00,17:58:00
5578,1475822423,06-10-2016,20:40:23,-1.413216039,51,30.46,102,80.53,2.25,06:15:00,18:07:00
5579,1476402022,13-10-2016,13:40:22,917.2899034,64,30.43,45,31.95,4.5,06:17:00,18:01:00
5580,1476083419,09-10-2016,21:10:19,14.47182683,49,30.44,93,178.72,5.62,06:16:00,18:04:00
5581,1480809034,03-12-2016,13:50:34,74.30246988,45,30.29,93,312.5,3.37,06:42:00,17:43:00
5582,1480187419,26-11-2016,09:10:19,487.4745,50,30.47,66,62.11,6.75,06:38:00,17:42:00
5583,1481927418,16-12-2016,12:30:18,864.0423948,55,30.25,53,195.82,4.5,06:50:00,17:46:00
5584,1480951536,05-12-2016,05:25:36,-5.501059893,45,30.31,93,19.88,3.37,06:44:00,17:43:00
5585,1476943821,19-10-2016,20:10:21,-12.09413947,52,30.47,102,67.42,2.25,06:19:00,17:56:00
5586,1474187708,17-09-2016,22:35:08,1.457589065,52,30.49,83,160.06,9,06:10:00,18:24:00
5587,1479297902,16-11-2016,02:05:02,-1.863657053,46,30.45,28,157.04,9,06:32:00,17:43:00
5588,1473342623,08-09-2016,03:50:23,-5.024368197,43,30.4,69,194.5,6.75,06:09:00,18:32:00
5589,1476998721,20-10-2016,11:25:21,968.32837,56,30.47,52,1.47,6.75,06:19:00,17:56:00
5590,1476894617,19-10-2016,06:30:17,-4.079325141,49,30.44,100,155.54,5.62,06:19:00,17:56:00
5591,1473259220,07-09-2016,04:40:20,-6.616703441,43,30.4,67,167.73,4.5,06:08:00,18:33:00
5592,1477086917,21-10-2016,11:55:17,1004.616902,51,30.44,96,116.3,10.12,06:19:00,17:55:00
5593,1478785502,10-11-2016,03:45:02,-5.310364732,50,30.41,20,247.03,6.75,06:28:00,17:45:00
5594,1475615425,04-10-2016,11:10:25,119.9092312,55,30.46,100,0.69,5.62,06:14:00,18:08:00
5595,1474683622,23-09-2016,16:20:22,35.54900275,56,30.42,99,64.91,4.5,06:12:00,18:18:00
5596,1480000201,24-11-2016,05:10:01,3.01922553,42,30.44,77,188.31,10.12,06:37:00,17:42:00
5597,1482093317,18-12-2016,10:35:17,50.58499316,,30.41,97,200.47,7.87,06:51:00,17:47:00
5598,1474671019,23-09-2016,12:50:19,392.0960151,61,,83,29.23,5.62,06:12:00,18:18:00
5599,1477755918,29-10-2016,05:45:18,-3.394582699,47,30.39,102,140.44,6.75,06:23:00,17:50:00
5600,1472731809,01-09-2016,02:10:09,-0.090513834,51,30.41,103,158.09,4.5,06:07:00,18:38:00
5601,1473251719,07-09-2016,02:35:19,-3.449356378,,30.4,66,176.15,6.75,06:08:00,18:33:00
5602,1473509120,10-09-2016,02:05:20,-2.102324566,44,30.35,165.9406567,165.87,4.5,06:09:00,18:30:00
5603,1482887749,27-12-2016,15:15:49,657.614385,57,30.39,26,50.22,9,06:56:00,17:52:00
5604,1476441323,14-10-2016,00:35:23,-5.638787997,52,30.46,35,177.99,,06:17:00,18:00:00
5605,1482876949,27-12-2016,12:15:49,858.3627643,59,30.43,20,160.27,5.62,06:56:00,17:52:00
5606,1478167819,03-11-2016,00:10:19,-6.934370334,46,30.45,36,173.24,11.25,06:25:00,17:47:00
5607,1482416450,22-12-2016,04:20:50,0.689973224,43,30.4,,135.29,6.75,06:53:00,17:49:00
5608,1474374603,20-09-2016,02:30:03,-4.535034461,48,30.4,,177.76,6.75,06:11:00,18:21:00
5609,1475098820,28-09-2016,11:40:20,1022.795315,64,30.41,52,36.19,4.5,06:13:00,18:14:00
5610,1482753642,26-12-2016,02:00:42,-6.238512198,41,30.44,80,176.38,4.5,06:55:00,17:51:00
5611,1476876318,19-10-2016,01:25:18,12.12419715,47,30.44,90,168.91,6.75,06:19:00,17:56:00
5612,1474389612,20-09-2016,06:40:12,6.936172107,46,30.4,40,168.28,4.5,06:11:00,18:21:00
5613,1481479868,11-12-2016,08:11:08,234.0293268,47,30.41,99,178.28,0,06:47:00,17:44:00
5614,1472915104,03-09-2016,05:05:04,8.962050813,50,30.41,93,214.44,6.75,06:08:00,18:36:00
5615,1475487024,02-10-2016,23:30:24,-8.185328137,51,30.45,102,103.61,6.75,06:14:00,18:10:00
5616,1475054423,27-09-2016,23:20:23,-10.7034502,50,30.41,89,174.97,3.37,06:13:00,18:15:00
5617,1478504104,06-11-2016,21:35:04,2.208596239,53,30.48,26,206.82,10.12,06:26:00,17:46:00
5618,1474746324,24-09-2016,09:45:24,800.2998843,62,30.49,82,62.74,2.25,06:12:00,18:17:00
5619,1477897521,30-10-2016,21:05:21,8.002496345,44,30.5,101,146.09,11.25,06:23:00,17:49:00
5620,1473090009,05-09-2016,05:40:09,-10.41400753,47,30.4,71,184.29,6.75,06:08:00,18:35:00
5621,1475859020,07-10-2016,06:50:20,10.76087506,46,30.41,,178.29,6.75,06:15:00,18:06:00
5622,1478109017,02-11-2016,07:50:17,334.7155918,48,30.47,36,158.59,6.75,06:24:00,17:48:00
5623,1474412704,20-09-2016,13:05:04,1018.491084,63,30.4,61,336.45,7.87,06:11:00,18:21:00
5624,1477906518,30-10-2016,23:35:18,-1.872722426,47,30.5,102,136.09,4.5,06:23:00,17:49:00
5625,1479640520,20-11-2016,01:15:20,-5.37990045,,30.44,101,93.91,5.62,06:34:00,17:42:00
5626,1475374524,01-10-2016,16:15:24,167.0523845,54,30.42,101,68.02,5.62,06:13:00,18:11:00
5627,1480946426,05-12-2016,04:00:26,2.382332365,45,30.3,93,127.04,2.25,06:44:00,17:43:00
5628,1478282418,04-11-2016,08:00:18,382.2395804,55,30.47,25,179.16,4.5,06:25:00,17:47:00
5629,1482078917,18-12-2016,06:35:17,21.98664183,46,30.33,98,112.41,4.5,06:51:00,17:47:00
5630,1479185102,14-11-2016,18:45:02,-4.628706432,51,30.46,101,55.52,3.37,06:31:00,17:43:00
5631,1482804640,26-12-2016,16:10:40,434.4929353,57,30.43,28,102.13,5.62,06:55:00,17:51:00
5632,1473917104,14-09-2016,19:25:04,3.25263747,50,30.44,101,161.86,3.37,06:10:00,18:26:00
5633,1473109806,05-09-2016,11:10:06,1016.187314,62,30.45,63,335.62,6.75,06:08:00,18:35:00
5634,1479721202,20-11-2016,23:40:02,0.342643984,,30.44,101,161.85,4.5,06:34:00,17:42:00
5635,1480694704,02-12-2016,06:05:04,-5.634348178,,,93,142.54,9,06:42:00,17:42:00
5636,1478399104,05-11-2016,16:25:04,310.7750653,60,30.43,36,317.31,6.75,06:26:00,17:46:00
5637,1478585704,07-11-2016,20:15:04,4.749496723,48,30.45,52,106.97,2.25,06:27:00,17:46:00
5638,1482616549,24-12-2016,11:55:49,858.376062,58,30.46,63,52.8,7.87,06:54:00,17:50:00
5639,1473247223,07-09-2016,01:20:23,9.520094291,47,30.4,60,149.04,6.75,06:08:00,18:33:00
5640,1482023123,17-12-2016,15:05:23,139.1456659,55,30.25,80,351.7,5.62,06:51:00,17:47:00
5641,1475521223,03-10-2016,09:00:23,367.1193694,55,,91,123.38,10.12,06:14:00,18:09:00
5642,1478970602,12-11-2016,07:10:02,11.23363305,47,30.47,70,165.99,4.5,06:30:00,17:44:00
5643,1478385301,05-11-2016,12:35:01,934.5905666,131.9284494,30.47,24,31.76,13.5,06:26:00,17:46:00
5644,1477272918,23-10-2016,15:35:18,562.8316409,55,30.38,81,40.98,12.62036059,06:20:00,17:54:00
5645,1476744020,17-10-2016,12:40:20,975.5996545,,30.44,41,359.93,9,06:18:00,17:58:00
5646,1476265518,11-10-2016,23:45:18,-2.511690972,51,30.47,81,180.49,7.87,06:16:00,18:03:00
5647,1482881740,27-12-2016,13:35:40,809.9033751,58,,23,65.96,11.25,06:56:00,17:52:00
5648,1476507922,14-10-2016,19:05:22,8.291662788,54,,26,125.41,5.62,06:17:00,18:00:00
5649,1479389101,17-11-2016,03:25:01,-1.458087014,52,30.41,21,136.05,9,06:32:00,17:43:00
5650,1479376202,16-11-2016,23:50:02,7.833703431,51,,23,155.56,11.25,06:32:00,17:43:00
